,category,subcategory,skill
541,Business,Pricing Analysis,Total Cost Of Ownership
542,Business,Pricing Analysis,Pricing Strategies
543,Business,Pricing Analysis,Market Pricing
544,Business,Process Improvement and Optimization,Process Optimization
545,Business,Process Improvement and Optimization,Process Flow Diagrams
546,Business,Process Improvement and Optimization,Value-Added Services
547,Business,Process Improvement and Optimization,Lean Startup Methodology
548,Business,Process Improvement and Optimization,Performance Metric
549,Business,Process Improvement and Optimization,Workflow Management
550,Business,Process Improvement and Optimization,Process Design
551,Business,Process Improvement and Optimization,Time Study
552,Business,Process Improvement and Optimization,Process Modeling
553,Business,Process Improvement and Optimization,Process Analysis
554,Business,Process Improvement and Optimization,Operations Research
555,Business,Process Improvement and Optimization,Business Process Reengineering
556,Business,Process Improvement and Optimization,On-Time Performance
557,Business,Process Improvement and Optimization,Service Delivery
558,Business,Process Improvement and Optimization,Key Performance Indicators (KPIs)
559,Business,Process Improvement and Optimization,Organizational Performance
560,Business,Product Management Subcategory,Risk Mitigation
561,Business,Product Management Subcategory,Product Management
562,Business,Product Management Subcategory,Product Information Management
563,Business,Product Management Subcategory,Product Roadmaps
564,Business,Product Management Subcategory,Digital Product Management
565,Business,Product Management Subcategory,Commercialization
566,Business,Product Management Subcategory,Lifecycle Management
567,Business,Product Management Subcategory,User Story
568,Business,Product Management Subcategory,Product Lifecycle
569,Business,Project Management Subcategory,Project Communications
570,Business,Project Management Subcategory,Solution Delivery
571,Business,Project Management Subcategory,Timelines
572,Business,Project Management Subcategory,Project Selection
573,Business,Project Management Subcategory,Project Files
574,Business,Project Management Subcategory,Project Proposals
575,Business,Project Management Subcategory,Earned Value Management
576,Business,Project Management Subcategory,Project Risk Management
577,Business,Project Management Subcategory,Benefits Realization Management
578,Business,Project Management Subcategory,Project Documentation
579,Business,Project Management Subcategory,Project Implementation
580,Business,Project Management Subcategory,Project Planning
581,Business,Project Management Subcategory,Project Cycle Management
582,Business,Project Management Subcategory,Project Portfolio Management
583,Business,Project Management Subcategory,Resource Constraints
584,Business,Project Management Subcategory,Project Scoping
585,Business,Project Management Subcategory,Implement Projects
586,Business,Project Management Subcategory,Resource Allocation
587,Business,Project Management Subcategory,Project Management Body Of Knowledge (PMBOK) Methodology
588,Business,Project Management Subcategory,Project Evaluation
589,Business,Project Management Subcategory,Project Management Office (PMO)
590,Business,Project Management Subcategory,Development Management
591,Business,Project Management Subcategory,Stakeholder Management
592,Business,Project Management Subcategory,Project Initiation Documentation
593,Business,Project Management Subcategory,Microsoft Project
594,Business,Project Management Subcategory,Project Sponsorship
595,Business,Project Management Subcategory,Flowcharts
596,Business,Project Management Subcategory,Software Project Management
597,Business,Project Management Subcategory,Project Management
598,Business,Project Management Subcategory,Project Management Software
599,Business,Project Management Subcategory,Project Management Institute (PMI) Methodology
600,Business,Project Management Subcategory,Critical Path Method (CPM) Scheduling
601,Business,Project Management Subcategory,Work Breakdown Structure
602,Business,Project Management Subcategory,Project Management Life Cycle
603,Business,Project Management Subcategory,Task Management
604,Business,Project Management Subcategory,Scope Management
605,Customer and Client Support,Cash Register Operation,Point Of Sale
606,Customer and Client Support,Client Support,Customer Success Management
607,Customer and Client Support,Customer Service Subcategory,Call Center Experience
608,Customer and Client Support,Customer Service Subcategory,Customer Support
609,Customer and Client Support,Customer Service Subcategory,Service Industries
610,Customer and Client Support,Customer Service Subcategory,Service-Oriented
611,Customer and Client Support,Customer Service Subcategory,Customer Service
612,Customer and Client Support,Customer Service Subcategory,Customer Satisfaction
613,Customer and Client Support,Customer Service Subcategory,Needs Assessment
614,Customer and Client Support,Customer Service Subcategory,Customer Experience
615,Customer and Client Support,Payment Processing and Collection,Collections
616,Customer and Client Support,Payment Processing and Collection,Payment Processing
617,Design,Animation and Game Design,Computer Animation
618,Design,Animation and Game Design,Particle Systems
619,Design,Animation and Game Design,Cinema 4D
620,Design,Animation and Game Design,Character Animation
621,Design,Animation and Game Design,Unity Engine
622,Design,Animation and Game Design,Video Game Design
623,Design,Animation and Game Design,Physically Based Animation
624,Design,Animation and Game Design,Video Game Development
625,Design,Animation and Game Design,Animations
626,Design,Animation and Game Design,Motion Graphic Design
627,Design,Animation and Game Design,Key Frame
628,Design,Animation and Game Design,3d Engine
629,Design,Animation and Game Design,Google Glass
630,Design,Animation and Game Design,Unreal Engine
631,Design,Animation and Game Design,OpenGL
632,Design,Animation and Game Design,Game Engine
633,Design,Art and Illustration,Visual Arts
634,Design,Art and Illustration,Drawing
635,Design,Art and Illustration,Iconography
636,Design,Art and Illustration,Art Direction
637,Design,Art and Illustration,Illustration
638,Design,Art and Illustration,Color Theory
639,Design,Art and Illustration,Art History
640,Design,Art and Illustration,Printmaking
641,Design,Art and Illustration,Sculpture
642,Design,Creative Design,Aesthetics
643,Design,Creative Design,Storyboarding
644,Design,Creative Design,Visual Effects
645,Design,Creative Design,Design Elements And Principles
646,Design,Creative Design,Visual Storytelling
647,Design,Creative Design,Design Thinking
648,Design,Creative Design,Exhibit Design
649,Design,Creative Design,Design Tool
650,Design,Creative Design,Ideation
651,Design,Creative Design,Design Strategies
652,Design,Creative Design,Mock Ups
653,Design,Creative Design,Design Research
654,Design,Creative Design,Sketching
655,Design,Creative Design,Fashion Design
656,Design,Creative Design,Design Management
657,Design,Creative Design,Universal Design
658,Design,Digital Design Subcategory,Digital Design
659,Design,Digital Design Subcategory,Gamification
660,Design,Digital Design Subcategory,Interaction Design
661,Design,Digital Design Subcategory,Texturing
662,Design,Graphic and Visual Design,Color Grading
663,Design,Graphic and Visual Design,Manga
664,Design,Graphic and Visual Design,Color Correction
665,Design,Graphic and Visual Design,Graphic Design
666,Design,Graphic and Visual Design,2D Computer Graphics
667,Design,Graphic and Visual Design,Visual Design
668,Design,Graphic and Visual Design,Logos
669,Design,Graphic and Visual Design,Smart Objects
670,Design,Graphic and Visual Design,Graphic Communication
671,Design,Graphic and Visual Design,Visualization
672,Design,Graphic and Visual Design,3D Computer Graphics
673,Design,Graphic and Visual Design,Bitmap
674,Design,Graphic and Visual Design,Typesetting
675,Design,Graphic and Visual Design,Computer Graphics
676,Design,Graphic and Visual Design Software,Adobe Spark
677,Design,Graphic and Visual Design Software,Adobe Illustrator
678,Design,Graphic and Visual Design Software,Navisworks (BIM Software)
679,Design,Graphic and Visual Design Software,Graphical Tools
680,Design,Graphic and Visual Design Software,Windows Presentation Foundation
681,Design,Graphic and Visual Design Software,QuarkXPress Design Software
682,Design,Graphic and Visual Design Software,Adobe Photoshop
683,Design,Graphic and Visual Design Software,Autodesk Maya
684,Design,Industrial Design Subcategory,Pattern Making
685,Design,Industrial Design Subcategory,Product Design
686,Design,Industrial Design Subcategory,Industrial Design
687,Design,Presentation Design,Information Visualization
688,Design,User Interface and User Experience (UI/UX) Design,Information Architecture
689,Design,User Interface and User Experience (UI/UX) Design,User Profile
690,Design,User Interface and User Experience (UI/UX) Design,Human Factors
691,Design,User Interface and User Experience (UI/UX) Design,User Interface
692,Design,User Interface and User Experience (UI/UX) Design,Persona (User Experience)
693,Design,User Interface and User Experience (UI/UX) Design,User Experience
694,Design,User Interface and User Experience (UI/UX) Design,Graphical User Interface
695,Design,User Interface and User Experience (UI/UX) Design,User-Centered Design
696,Design,User Interface and User Experience (UI/UX) Design,Material Design
697,Design,User Interface and User Experience (UI/UX) Design,User Experience Design (UX)
698,Design,User Interface and User Experience (UI/UX) Design,User Interface Design
699,Design,User Interface and User Experience (UI/UX) Design,Usability
700,Design,User Interface and User Experience (UI/UX) Design,Look And Feel
701,Design,User Interface and User Experience (UI/UX) Design,Experience Design
702,Design,User Interface and User Experience (UI/UX) Design,Wireframing
703,Design,User Interface and User Experience (UI/UX) Design,Interface Design
704,"Economics, Policy, and Social Studies",Economics Subcategory,Development Economics
705,"Economics, Policy, and Social Studies",Economics Subcategory,Economic Development
706,"Economics, Policy, and Social Studies",Economics Subcategory,Time Value Of Money
707,"Economics, Policy, and Social Studies",Economics Subcategory,Econometrics
